Source;Target;Label;Weight;Description
52;41;PEdge5241;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
52;42;PEdge5242;2;BETA-LACTAM,TETRACYCLINE
52;43;PEdge5243;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
52;44;PEdge5244;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
52;45;PEdge5245;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
52;46;PEdge5246;2;BETA-LACTAM,TETRACYCLINE
52;47;PEdge5247;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
52;48;PEdge5248;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
52;49;PEdge5249;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
52;50;PEdge5250;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
52;51;PEdge5251;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
53;1;PEdge531;3;BETA-LACTAM,METHICILLIN,TETRACYCLINE
53;2;PEdge532;2;BETA-LACTAM,TETRACYCLINE
53;3;PEdge533;2;BETA-LACTAM,TETRACYCLINE
53;4;PEdge534;6;BETA-LACTAM,KANAMYCIN,MACROLIDE,METHICILLIN,QUINOLONE,TETRACYCLINE
53;5;PEdge535;5;BETA-LACTAM,MACROLIDE,METHICILLIN,QUINOLONE,TETRACYCLINE
53;6;PEdge536;2;BETA-LACTAM,TETRACYCLINE
53;7;PEdge537;2;BETA-LACTAM,TETRACYCLINE
53;8;PEdge538;3;BETA-LACTAM,METHICILLIN,TETRACYCLINE
53;9;PEdge539;2;BETA-LACTAM,TETRACYCLINE
53;10;PEdge5310;4;BETA-LACTAM,METHICILLIN,QUINOLONE,TETRACYCLINE
53;11;PEdge5311;2;BETA-LACTAM,TETRACYCLINE
53;12;PEdge5312;1;TETRACYCLINE
53;13;PEdge5313;2;BETA-LACTAM,TETRACYCLINE
53;14;PEdge5314;2;BETA-LACTAM,TETRACYCLINE
53;15;PEdge5315;2;BETA-LACTAM,TETRACYCLINE
53;16;PEdge5316;2;BETA-LACTAM,TETRACYCLINE
53;17;PEdge5317;2;BETA-LACTAM,TETRACYCLINE
53;18;PEdge5318;2;BETA-LACTAM,TETRACYCLINE
53;19;PEdge5319;2;BETA-LACTAM,TETRACYCLINE
53;20;PEdge5320;2;BETA-LACTAM,TETRACYCLINE
53;21;PEdge5321;2;BETA-LACTAM,TETRACYCLINE
53;22;PEdge5322;3;BETA-LACTAM,METHICILLIN,TETRACYCLINE
53;23;PEdge5323;4;BETA-LACTAM,MACROLIDE,MUPIROCIN,TETRACYCLINE
53;24;PEdge5324;3;BETA-LACTAM,QUINOLONE,TETRACYCLINE
53;25;PEdge5325;3;BETA-LACTAM,METHICILLIN,TETRACYCLINE
53;26;PEdge5326;4;BETA-LACTAM,MACROLIDE,QUATERNARY AMMONIUM,TETRACYCLINE
53;27;PEdge5327;2;BETA-LACTAM,TETRACYCLINE
53;28;PEdge5328;4;BETA-LACTAM,MACROLIDE,METHICILLIN,TETRACYCLINE
53;29;PEdge5329;2;BETA-LACTAM,TETRACYCLINE
53;30;PEdge5330;5;BETA-LACTAM,MACROLIDE,METHICILLIN,QUINOLONE,TETRACYCLINE
53;31;PEdge5331;4;BETA-LACTAM,METHICILLIN,QUINOLONE,TETRACYCLINE
53;32;PEdge5332;2;BETA-LACTAM,TETRACYCLINE
53;33;PEdge5333;4;BETA-LACTAM,METHICILLIN,QUINOLONE,TETRACYCLINE
53;34;PEdge5334;2;BETA-LACTAM,TETRACYCLINE
53;35;PEdge5335;2;BETA-LACTAM,TETRACYCLINE
53;36;PEdge5336;2;BETA-LACTAM,TETRACYCLINE
53;37;PEdge5337;4;BETA-LACTAM,MACROLIDE,QUINOLONE,TETRACYCLINE
53;38;PEdge5338;2;BETA-LACTAM,TETRACYCLINE
53;39;PEdge5339;2;BETA-LACTAM,TETRACYCLINE
53;40;PEdge5340;3;BETA-LACTAM,MACROLIDE,TETRACYCLINE
53;41;PEdge5341;2;BETA-LACTAM,TETRACYCLINE
53;42;PEdge5342;6;BETA-LACTAM,MACROLIDE,METHICILLIN,QUATERNARY AMMONIUM,QUINOLONE,TETRACYCLINE
53;43;PEdge5343;2;BETA-LACTAM,TETRACYCLINE
53;44;PEdge5344;2;BETA-LACTAM,TETRACYCLINE
53;45;PEdge5345;3;BETA-LACTAM,METHICILLIN,TETRACYCLINE
53;46;PEdge5346;4;BETA-LACTAM,MACROLIDE,METHICILLIN,TETRACYCLINE
53;47;PEdge5347;2;BETA-LACTAM,TETRACYCLINE
53;48;PEdge5348;2;BETA-LACTAM,TETRACYCLINE
53;49;PEdge5349;2;BETA-LACTAM,TETRACYCLINE
53;50;PEdge5350;2;BETA-LACTAM,TETRACYCLINE
53;51;PEdge5351;2;BETA-LACTAM,TETRACYCLINE
53;52;PEdge5352;2;BETA-LACTAM,TETRACYCLINE
54;1;PEdge541;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
54;2;PEdge542;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
54;3;PEdge543;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
54;4;PEdge544;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
54;5;PEdge545;2;BETA-LACTAM,TETRACYCLINE
54;6;PEdge546;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
54;7;PEdge547;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
54;8;PEdge548;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
54;9;PEdge549;2;BETA-LACTAM,TETRACYCLINE
54;10;PEdge5410;2;BETA-LACTAM,TETRACYCLINE
54;11;PEdge5411;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
54;12;PEdge5412;2;FOSFOMYCIN,TETRACYCLINE
54;13;PEdge5413;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
54;14;PEdge5414;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
54;15;PEdge5415;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
54;16;PEdge5416;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
54;17;PEdge5417;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
54;18;PEdge5418;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
54;19;PEdge5419;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
54;20;PEdge5420;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
54;21;PEdge5421;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
54;22;PEdge5422;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
54;23;PEdge5423;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
54;24;PEdge5424;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
54;25;PEdge5425;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
54;26;PEdge5426;2;BETA-LACTAM,TETRACYCLINE
54;27;PEdge5427;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
54;28;PEdge5428;2;BETA-LACTAM,TETRACYCLINE
54;29;PEdge5429;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
54;30;PEdge5430;2;BETA-LACTAM,TETRACYCLINE
54;31;PEdge5431;2;BETA-LACTAM,TETRACYCLINE
54;32;PEdge5432;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
54;33;PEdge5433;2;BETA-LACTAM,TETRACYCLINE
54;34;PEdge5434;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
54;35;PEdge5435;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
54;36;PEdge5436;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
54;37;PEdge5437;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
54;38;PEdge5438;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
54;39;PEdge5439;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
54;40;PEdge5440;2;BETA-LACTAM,TETRACYCLINE
54;41;PEdge5441;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
54;42;PEdge5442;2;BETA-LACTAM,TETRACYCLINE
54;43;PEdge5443;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
54;44;PEdge5444;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
54;45;PEdge5445;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
54;46;PEdge5446;2;BETA-LACTAM,TETRACYCLINE
54;47;PEdge5447;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
54;48;PEdge5448;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
54;49;PEdge5449;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
54;50;PEdge5450;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
54;51;PEdge5451;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
54;52;PEdge5452;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
54;53;PEdge5453;2;BETA-LACTAM,TETRACYCLINE
55;1;PEdge551;4;BETA-LACTAM,FOSFOMYCIN,METHICILLIN,TETRACYCLINE
55;2;PEdge552;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
55;3;PEdge553;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
55;4;PEdge554;4;BETA-LACTAM,FOSFOMYCIN,METHICILLIN,TETRACYCLINE
55;5;PEdge555;3;BETA-LACTAM,METHICILLIN,TETRACYCLINE
55;6;PEdge556;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
55;7;PEdge557;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
55;8;PEdge558;4;BETA-LACTAM,FOSFOMYCIN,METHICILLIN,TETRACYCLINE
55;9;PEdge559;2;BETA-LACTAM,TETRACYCLINE
55;10;PEdge5510;3;BETA-LACTAM,METHICILLIN,TETRACYCLINE
55;11;PEdge5511;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
55;12;PEdge5512;2;FOSFOMYCIN,TETRACYCLINE
55;13;PEdge5513;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
55;14;PEdge5514;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
55;15;PEdge5515;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
55;16;PEdge5516;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
55;17;PEdge5517;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
55;18;PEdge5518;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
55;19;PEdge5519;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
55;20;PEdge5520;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
55;21;PEdge5521;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
55;22;PEdge5522;4;BETA-LACTAM,FOSFOMYCIN,METHICILLIN,TETRACYCLINE
55;23;PEdge5523;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
55;24;PEdge5524;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
55;25;PEdge5525;4;BETA-LACTAM,FOSFOMYCIN,METHICILLIN,TETRACYCLINE
55;26;PEdge5526;2;BETA-LACTAM,TETRACYCLINE
55;27;PEdge5527;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
55;28;PEdge5528;3;BETA-LACTAM,METHICILLIN,TETRACYCLINE
55;29;PEdge5529;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
55;30;PEdge5530;3;BETA-LACTAM,METHICILLIN,TETRACYCLINE
55;31;PEdge5531;3;BETA-LACTAM,METHICILLIN,TETRACYCLINE
55;32;PEdge5532;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
55;33;PEdge5533;3;BETA-LACTAM,METHICILLIN,TETRACYCLINE
55;34;PEdge5534;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
55;35;PEdge5535;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
55;36;PEdge5536;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
55;37;PEdge5537;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
55;38;PEdge5538;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
55;39;PEdge5539;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
55;40;PEdge5540;2;BETA-LACTAM,TETRACYCLINE
55;41;PEdge5541;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
55;42;PEdge5542;3;BETA-LACTAM,METHICILLIN,TETRACYCLINE
55;43;PEdge5543;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
55;44;PEdge5544;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
55;45;PEdge5545;4;BETA-LACTAM,FOSFOMYCIN,METHICILLIN,TETRACYCLINE
55;46;PEdge5546;3;BETA-LACTAM,METHICILLIN,TETRACYCLINE
55;47;PEdge5547;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
55;48;PEdge5548;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
55;49;PEdge5549;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
55;50;PEdge5550;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
55;51;PEdge5551;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
55;52;PEdge5552;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
55;53;PEdge5553;3;BETA-LACTAM,METHICILLIN,TETRACYCLINE
55;54;PEdge5554;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
56;1;PEdge561;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
56;2;PEdge562;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
56;3;PEdge563;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
56;4;PEdge564;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
56;5;PEdge565;2;BETA-LACTAM,TETRACYCLINE
56;6;PEdge566;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
56;7;PEdge567;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
56;8;PEdge568;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
56;9;PEdge569;2;BETA-LACTAM,TETRACYCLINE
56;10;PEdge5610;2;BETA-LACTAM,TETRACYCLINE
56;11;PEdge5611;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
56;12;PEdge5612;2;FOSFOMYCIN,TETRACYCLINE
56;13;PEdge5613;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
56;14;PEdge5614;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
56;15;PEdge5615;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
56;16;PEdge5616;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
56;17;PEdge5617;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
56;18;PEdge5618;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
56;19;PEdge5619;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
56;20;PEdge5620;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
56;21;PEdge5621;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
56;22;PEdge5622;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
56;23;PEdge5623;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
56;24;PEdge5624;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
56;25;PEdge5625;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
56;26;PEdge5626;2;BETA-LACTAM,TETRACYCLINE
56;27;PEdge5627;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
56;28;PEdge5628;2;BETA-LACTAM,TETRACYCLINE
56;29;PEdge5629;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
56;30;PEdge5630;2;BETA-LACTAM,TETRACYCLINE
56;31;PEdge5631;2;BETA-LACTAM,TETRACYCLINE
56;32;PEdge5632;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
56;33;PEdge5633;2;BETA-LACTAM,TETRACYCLINE
56;34;PEdge5634;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
56;35;PEdge5635;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
56;36;PEdge5636;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
56;37;PEdge5637;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
56;38;PEdge5638;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
56;39;PEdge5639;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
56;40;PEdge5640;2;BETA-LACTAM,TETRACYCLINE
56;41;PEdge5641;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
56;42;PEdge5642;2;BETA-LACTAM,TETRACYCLINE
56;43;PEdge5643;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
56;44;PEdge5644;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
56;45;PEdge5645;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
56;46;PEdge5646;2;BETA-LACTAM,TETRACYCLINE
56;47;PEdge5647;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
56;48;PEdge5648;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
56;49;PEdge5649;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
56;50;PEdge5650;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
56;51;PEdge5651;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
56;52;PEdge5652;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
56;53;PEdge5653;2;BETA-LACTAM,TETRACYCLINE
56;54;PEdge5654;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
56;55;PEdge5655;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
57;1;PEdge571;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
57;2;PEdge572;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
57;3;PEdge573;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
57;4;PEdge574;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
57;5;PEdge575;2;BETA-LACTAM,TETRACYCLINE
57;6;PEdge576;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
57;7;PEdge577;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
57;8;PEdge578;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
57;9;PEdge579;2;BETA-LACTAM,TETRACYCLINE
57;10;PEdge5710;2;BETA-LACTAM,TETRACYCLINE
57;11;PEdge5711;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
57;12;PEdge5712;2;FOSFOMYCIN,TETRACYCLINE
57;13;PEdge5713;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
57;14;PEdge5714;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
57;15;PEdge5715;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
57;16;PEdge5716;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
57;17;PEdge5717;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
57;18;PEdge5718;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
57;19;PEdge5719;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
57;20;PEdge5720;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
57;21;PEdge5721;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
57;22;PEdge5722;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
57;23;PEdge5723;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
57;24;PEdge5724;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
57;25;PEdge5725;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
57;26;PEdge5726;2;BETA-LACTAM,TETRACYCLINE
57;27;PEdge5727;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
57;28;PEdge5728;2;BETA-LACTAM,TETRACYCLINE
57;29;PEdge5729;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
57;30;PEdge5730;2;BETA-LACTAM,TETRACYCLINE
57;31;PEdge5731;2;BETA-LACTAM,TETRACYCLINE
57;32;PEdge5732;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
57;33;PEdge5733;2;BETA-LACTAM,TETRACYCLINE
57;34;PEdge5734;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
57;35;PEdge5735;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
57;36;PEdge5736;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
57;37;PEdge5737;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
57;38;PEdge5738;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
57;39;PEdge5739;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
57;40;PEdge5740;2;BETA-LACTAM,TETRACYCLINE
57;41;PEdge5741;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
57;42;PEdge5742;2;BETA-LACTAM,TETRACYCLINE
57;43;PEdge5743;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
57;44;PEdge5744;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
57;45;PEdge5745;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
57;46;PEdge5746;2;BETA-LACTAM,TETRACYCLINE
57;47;PEdge5747;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
57;48;PEdge5748;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
57;49;PEdge5749;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
57;50;PEdge5750;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
57;51;PEdge5751;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
57;52;PEdge5752;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
57;53;PEdge5753;2;BETA-LACTAM,TETRACYCLINE
57;54;PEdge5754;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
57;55;PEdge5755;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
57;56;PEdge5756;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
58;1;PEdge581;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
58;2;PEdge582;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
58;3;PEdge583;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
58;4;PEdge584;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
58;5;PEdge585;2;BETA-LACTAM,TETRACYCLINE
58;6;PEdge586;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
58;7;PEdge587;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
58;8;PEdge588;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
58;9;PEdge589;2;BETA-LACTAM,TETRACYCLINE
58;10;PEdge5810;2;BETA-LACTAM,TETRACYCLINE
58;11;PEdge5811;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
58;12;PEdge5812;2;FOSFOMYCIN,TETRACYCLINE
58;13;PEdge5813;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
58;14;PEdge5814;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
58;15;PEdge5815;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
58;16;PEdge5816;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
58;17;PEdge5817;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
58;18;PEdge5818;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
58;19;PEdge5819;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
58;20;PEdge5820;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
58;21;PEdge5821;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
58;22;PEdge5822;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
58;23;PEdge5823;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
58;24;PEdge5824;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
58;25;PEdge5825;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
58;26;PEdge5826;2;BETA-LACTAM,TETRACYCLINE
58;27;PEdge5827;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
58;28;PEdge5828;2;BETA-LACTAM,TETRACYCLINE
58;29;PEdge5829;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
58;30;PEdge5830;2;BETA-LACTAM,TETRACYCLINE
58;31;PEdge5831;2;BETA-LACTAM,TETRACYCLINE
58;32;PEdge5832;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
58;33;PEdge5833;2;BETA-LACTAM,TETRACYCLINE
58;34;PEdge5834;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
58;35;PEdge5835;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
58;36;PEdge5836;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
58;37;PEdge5837;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
58;38;PEdge5838;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
58;39;PEdge5839;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
58;40;PEdge5840;2;BETA-LACTAM,TETRACYCLINE
58;41;PEdge5841;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
58;42;PEdge5842;2;BETA-LACTAM,TETRACYCLINE
58;43;PEdge5843;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
58;44;PEdge5844;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
58;45;PEdge5845;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
58;46;PEdge5846;2;BETA-LACTAM,TETRACYCLINE
58;47;PEdge5847;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
58;48;PEdge5848;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
58;49;PEdge5849;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
58;50;PEdge5850;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
58;51;PEdge5851;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
58;52;PEdge5852;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
58;53;PEdge5853;2;BETA-LACTAM,TETRACYCLINE
58;54;PEdge5854;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
58;55;PEdge5855;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
58;56;PEdge5856;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
58;57;PEdge5857;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
59;1;PEdge591;3;BETA-LACTAM,FOSFOMYCIN,TETRACYCLINE
